1	1	1	0
1	2	1	0
1	3	1	0
1	4	1	0
1	5	1	1
1	6	1	0
1	7	1	0
1	8	1	0
1	9	1	0
1	10	1	1
2	1	1	0
2	2	1	0
2	3	1	0
2	4	1	1
2	5	1	0
2	6	1	0
2	7	1	0
2	8	1	0
2	9	1	1
2	10	1	0
3	1	1	0
3	2	1	0
3	3	1	1
3	4	1	0
3	5	1	0
3	6	1	0
3	7	1	0
3	8	1	1
3	9	1	0
3	10	1	0
4	1	1	0
4	2	1	1
4	3	1	0
4	4	1	0
4	5	1	0
4	6	1	0
4	7	1	1
4	8	1	0
4	9	1	0
4	10	1	0
5	1	1	1
5	2	1	0
5	3	1	0
5	4	1	0
5	5	1	0
5	6	1	1
5	7	1	0
5	8	1	0
5	9	1	0
5	10	1	0
6	1	1	0
6	2	1	0
6	3	1	0
6	4	1	0
6	5	1	1
6	6	1	0
6	7	1	0
6	8	1	0
6	9	1	0
6	10	1	1
7	1	1	0
7	2	1	0
7	3	1	0
7	4	1	1
7	5	1	0
7	6	1	0
7	7	1	0
7	8	1	0
7	9	1	1
7	10	1	0
8	1	1	0
8	2	1	0
8	3	1	1
8	4	1	0
8	5	1	0
8	6	1	0
8	7	1	0
8	8	1	1
8	9	1	0
8	10	1	0
9	1	1	0
9	2	1	1
9	3	1	0
9	4	1	0
9	5	1	0
9	6	1	0
9	7	1	1
9	8	1	0
9	9	1	0
9	10	1	0
10	1	1	1
10	2	1	0
10	3	1	0
10	4	1	0
10	5	1	0
10	6	1	1
10	7	1	0
10	8	1	0
10	9	1	0
10	10	1	0
11	1	2	0
11	2	2	0
11	3	2	0
11	4	2	0
11	5	2	1
11	6	2	0
11	7	2	0
11	8	2	0
11	9	2	0
11	10	2	1
12	1	2	0
12	2	2	0
12	3	2	0
12	4	2	1
12	5	2	0
12	6	2	0
12	7	2	0
12	8	2	0
12	9	2	1
12	10	2	0
13	1	2	0
13	2	2	0
13	3	2	1
13	4	2	0
13	5	2	0
13	6	2	0
13	7	2	0
13	8	2	1
13	9	2	0
13	10	2	0
14	1	2	0
14	2	2	1
14	3	2	0
14	4	2	0
14	5	2	0
14	6	2	0
14	7	2	1
14	8	2	0
14	9	2	0
14	10	2	0
15	1	2	1
15	2	2	0
15	3	2	0
15	4	2	0
15	5	2	0
15	6	2	1
15	7	2	0
15	8	2	0
15	9	2	0
15	10	2	0
16	1	2	0
16	2	2	0
16	3	2	0
16	4	2	0
16	5	2	1
16	6	2	0
16	7	2	0
16	8	2	0
16	9	2	0
16	10	2	1
17	1	2	0
17	2	2	0
17	3	2	0
17	4	2	1
17	5	2	0
17	6	2	0
17	7	2	0
17	8	2	0
17	9	2	1
17	10	2	0
18	1	2	0
18	2	2	0
18	3	2	1
18	4	2	0
18	5	2	0
18	6	2	0
18	7	2	0
18	8	2	1
18	9	2	0
18	10	2	0
19	1	2	0
19	2	2	1
19	3	2	0
19	4	2	0
19	5	2	0
19	6	2	0
19	7	2	1
19	8	2	0
19	9	2	0
19	10	2	0
20	1	2	1
20	2	2	0
20	3	2	0
20	4	2	0
20	5	2	0
20	6	2	1
20	7	2	0
20	8	2	0
20	9	2	0
20	10	2	0
21	1	3	0
21	2	3	0
21	3	3	0
21	4	3	0
21	5	3	1
21	6	3	0
21	7	3	0
21	8	3	0
21	9	3	0
21	10	3	1
22	1	3	0
22	2	3	0
22	3	3	0
22	4	3	1
22	5	3	0
22	6	3	0
22	7	3	0
22	8	3	0
22	9	3	1
22	10	3	0
23	1	3	0
23	2	3	0
23	3	3	1
23	4	3	0
23	5	3	0
23	6	3	0
23	7	3	0
23	8	3	1
23	9	3	0
23	10	3	0
24	1	3	0
24	2	3	1
24	3	3	0
24	4	3	0
24	5	3	0
24	6	3	0
24	7	3	1
24	8	3	0
24	9	3	0
24	10	3	0
25	1	3	1
25	2	3	0
25	3	3	0
25	4	3	0
25	5	3	0
25	6	3	1
25	7	3	0
25	8	3	0
25	9	3	0
25	10	3	0
26	1	3	0
26	2	3	0
26	3	3	0
26	4	3	0
26	5	3	1
26	6	3	0
26	7	3	0
26	8	3	0
26	9	3	0
26	10	3	1
27	1	3	0
27	2	3	0
27	3	3	0
27	4	3	1
27	5	3	0
27	6	3	0
27	7	3	0
27	8	3	0
27	9	3	1
27	10	3	0
28	1	3	0
28	2	3	0
28	3	3	1
28	4	3	0
28	5	3	0
28	6	3	0
28	7	3	0
28	8	3	1
28	9	3	0
28	10	3	0
29	1	3	0
29	2	3	1
29	3	3	0
29	4	3	0
29	5	3	0
29	6	3	0
29	7	3	1
29	8	3	0
29	9	3	0
29	10	3	0
30	1	3	1
30	2	3	0
30	3	3	0
30	4	3	0
30	5	3	0
30	6	3	1
30	7	3	0
30	8	3	0
30	9	3	0
30	10	3	0
31	1	4	0
31	2	4	0
31	3	4	0
31	4	4	0
31	5	4	1
31	6	4	0
31	7	4	0
31	8	4	0
31	9	4	0
31	10	4	1
32	1	4	0
32	2	4	0
32	3	4	0
32	4	4	1
32	5	4	0
32	6	4	0
32	7	4	0
32	8	4	0
32	9	4	1
32	10	4	0
33	1	4	0
33	2	4	0
33	3	4	1
33	4	4	0
33	5	4	0
33	6	4	0
33	7	4	0
33	8	4	1
33	9	4	0
33	10	4	0
34	1	4	0
34	2	4	1
34	3	4	0
34	4	4	0
34	5	4	0
34	6	4	0
34	7	4	1
34	8	4	0
34	9	4	0
34	10	4	0
35	1	4	1
35	2	4	0
35	3	4	0
35	4	4	0
35	5	4	0
35	6	4	1
35	7	4	0
35	8	4	0
35	9	4	0
35	10	4	0
36	1	4	0
36	2	4	0
36	3	4	0
36	4	4	0
36	5	4	1
36	6	4	0
36	7	4	0
36	8	4	0
36	9	4	0
36	10	4	1
37	1	4	0
37	2	4	0
37	3	4	0
37	4	4	1
37	5	4	0
37	6	4	0
37	7	4	0
37	8	4	0
37	9	4	1
37	10	4	0
38	1	4	0
38	2	4	0
38	3	4	1
38	4	4	0
38	5	4	0
38	6	4	0
38	7	4	0
38	8	4	1
38	9	4	0
38	10	4	0
39	1	4	0
39	2	4	1
39	3	4	0
39	4	4	0
39	5	4	0
39	6	4	0
39	7	4	1
39	8	4	0
39	9	4	0
39	10	4	0
40	1	4	1
40	2	4	0
40	3	4	0
40	4	4	0
40	5	4	0
40	6	4	1
40	7	4	0
40	8	4	0
40	9	4	0
40	10	4	0
41	1	5	0
41	2	5	0
41	3	5	0
41	4	5	0
41	5	5	1
41	6	5	0
41	7	5	0
41	8	5	0
41	9	5	0
41	10	5	1
42	1	5	0
42	2	5	0
42	3	5	0
42	4	5	1
42	5	5	0
42	6	5	0
42	7	5	0
42	8	5	0
42	9	5	1
42	10	5	0
43	1	5	0
43	2	5	0
43	3	5	1
43	4	5	0
43	5	5	0
43	6	5	0
43	7	5	0
43	8	5	1
43	9	5	0
43	10	5	0
44	1	5	0
44	2	5	1
44	3	5	0
44	4	5	0
44	5	5	0
44	6	5	0
44	7	5	1
44	8	5	0
44	9	5	0
44	10	5	0
45	1	5	1
45	2	5	0
45	3	5	0
45	4	5	0
45	5	5	0
45	6	5	1
45	7	5	0
45	8	5	0
45	9	5	0
45	10	5	0
46	1	5	0
46	2	5	0
46	3	5	0
46	4	5	0
46	5	5	1
46	6	5	0
46	7	5	0
46	8	5	0
46	9	5	0
46	10	5	1
47	1	5	0
47	2	5	0
47	3	5	0
47	4	5	1
47	5	5	0
47	6	5	0
47	7	5	0
47	8	5	0
47	9	5	1
47	10	5	0
48	1	5	0
48	2	5	0
48	3	5	1
48	4	5	0
48	5	5	0
48	6	5	0
48	7	5	0
48	8	5	1
48	9	5	0
48	10	5	0
49	1	5	0
49	2	5	1
49	3	5	0
49	4	5	0
49	5	5	0
49	6	5	0
49	7	5	1
49	8	5	0
49	9	5	0
49	10	5	0
50	1	5	1
50	2	5	0
50	3	5	0
50	4	5	0
50	5	5	0
50	6	5	1
50	7	5	0
50	8	5	0
50	9	5	0
50	10	5	0
51	1	6	0
51	2	6	0
51	3	6	0
51	4	6	0
51	5	6	1
51	6	6	0
51	7	6	0
51	8	6	0
51	9	6	0
51	10	6	1
52	1	6	0
52	2	6	0
52	3	6	0
52	4	6	1
52	5	6	0
52	6	6	0
52	7	6	0
52	8	6	0
52	9	6	1
52	10	6	0
53	1	6	0
53	2	6	0
53	3	6	1
53	4	6	0
53	5	6	0
