1	1	5	12/26/2006 23:18	1	37	1/9/2007 23:18	12/31/2006 23:18	0	0	0	NULL
2	1	5	1/9/2007 23:18	1	37	1/23/2007 23:18	1/14/2007 23:18	0	0	0	NULL
3	1	5	1/23/2007 23:18	1	37	2/6/2007 23:18	1/28/2007 23:18	0	0	0	NULL
4	1	5	2/6/2007 23:18	1	37	2/20/2007 23:18	2/11/2007 23:18	0	0	0	NULL
5	1	5	2/20/2007 23:18	1	37	3/6/2007 23:18	2/25/2007 23:18	0	0	0	NULL
6	1	5	3/6/2007 23:18	1	37	3/20/2007 23:18	3/11/2007 23:18	0	0	0	NULL
7	1	5	3/20/2007 23:18	1	37	4/3/2007 23:18	3/25/2007 23:18	0	0	0	NULL
8	1	5	4/3/2007 23:18	1	37	4/17/2007 23:18	4/8/2007 23:18	0	0	0	NULL
9	1	5	4/17/2007 23:18	1	37	5/1/2007 23:18	4/22/2007 23:18	0	0	0	NULL
10	1	5	5/1/2007 23:18	1	37	5/15/2007 23:18	5/6/2007 23:18	0	0	0	NULL
11	1	5	5/15/2007 23:18	1	37	5/29/2007 23:18	5/20/2007 23:18	0	0	0	NULL
12	1	5	5/29/2007 23:18	1	37	6/12/2007 23:18	6/3/2007 23:18	0	0	0	NULL
13	1	5	6/12/2007 23:18	1	37	6/26/2007 23:18	6/17/2007 23:18	0	0	0	NULL
14	1	5	6/26/2007 23:18	1	37	7/10/2007 23:18	7/1/2007 23:18	0	0	0	NULL
15	1	5	7/10/2007 23:18	1	37	7/24/2007 23:18	7/15/2007 23:18	0	0	0	NULL
16	1	5	7/24/2007 23:18	1	37	8/7/2007 23:18	7/29/2007 23:18	0	0	0	NULL
17	1	5	8/7/2007 23:18	1	37	8/21/2007 23:18	8/12/2007 23:18	0	0	0	NULL
18	1	5	8/21/2007 23:18	1	37	9/4/2007 23:18	8/26/2007 23:18	0	0	0	NULL
19	1	5	9/4/2007 23:18	1	37	9/18/2007 23:18	9/9/2007 23:18	0	0	0	NULL
20	1	5	9/18/2007 23:18	1	37	10/2/2007 23:18	9/23/2007 23:18	0	0	0	NULL
21	1	5	10/2/2007 23:18	1	37	10/16/2007 23:18	10/7/2007 23:18	0	0	0	NULL
22	1	5	10/16/2007 23:18	1	37	10/30/2007 23:18	10/21/2007 23:18	0	0	0	NULL
23	1	5	10/30/2007 23:18	1	37	11/13/2007 23:18	11/4/2007 23:18	0	0	0	NULL
24	1	5	11/13/2007 23:18	1	37	11/27/2007 23:18	11/18/2007 23:18	0	0	0	NULL
25	1	5	11/27/2007 23:18	1	37	12/11/2007 23:18	12/2/2007 23:18	0	0	0	NULL
26	1	5	12/11/2007 23:18	1	37	12/25/2007 23:18	12/16/2007 23:18	0	0	0	NULL
27	1	10	12/31/2006 23:18	1	73	1/14/2007 23:18	1/10/2007 23:18	0	0	0	NULL
28	1	10	1/14/2007 23:18	1	73	1/28/2007 23:18	1/24/2007 23:18	0	0	0	NULL
29	1	10	1/28/2007 23:18	1	73	2/11/2007 23:18	2/7/2007 23:18	0	0	0	NULL
30	1	10	2/11/2007 23:18	1	73	2/25/2007 23:18	2/21/2007 23:18	0	0	0	NULL
31	1	10	2/25/2007 23:18	1	73	3/11/2007 23:18	3/7/2007 23:18	0	0	0	NULL
32	1	10	3/11/2007 23:18	1	73	3/25/2007 23:18	3/21/2007 23:18	0	0	0	NULL
33	1	10	3/25/2007 23:18	1	73	4/8/2007 23:18	4/4/2007 23:18	0	0	0	NULL
34	1	10	4/8/2007 23:18	1	73	4/22/2007 23:18	4/18/2007 23:18	0	0	0	NULL
35	1	10	4/22/2007 23:18	1	73	5/6/2007 23:18	5/2/2007 23:18	0	0	0	NULL
36	1	10	5/6/2007 23:18	1	73	5/20/2007 23:18	5/16/2007 23:18	0	0	0	NULL
37	1	10	5/20/2007 23:18	1	73	6/3/2007 23:18	5/30/2007 23:18	0	0	0	NULL
38	1	10	6/3/2007 23:18	1	73	6/17/2007 23:18	6/13/2007 23:18	0	0	0	NULL
39	1	10	6/17/2007 23:18	1	73	7/1/2007 23:18	6/27/2007 23:18	0	0	0	NULL
40	1	10	7/1/2007 23:18	1	73	7/15/2007 23:18	7/11/2007 23:18	0	0	0	NULL
41	1	10	7/15/2007 23:18	1	73	7/29/2007 23:18	7/25/2007 23:18	0	0	0	NULL
42	1	10	7/29/2007 23:18	1	73	8/12/2007 23:18	8/8/2007 23:18	0	0	0	NULL
43	1	10	8/12/2007 23:18	1	73	8/26/2007 23:18	8/22/2007 23:18	0	0	0	NULL
44	1	10	8/26/2007 23:18	1	73	9/9/2007 23:18	9/5/2007 23:18	0	0	0	NULL
45	1	10	9/9/2007 23:18	1	73	9/23/2007 23:18	9/19/2007 23:18	0	0	0	NULL
